23259
21-143	Abramów
60-376	Poznañ
60-378	Poznañ
60-379	Poznañ
60-381	Poznañ
60-382	Poznañ
60-383	Poznañ
60-384	Poznañ
60-385	Poznañ
60-386	Poznañ
60-387	Poznañ
60-388	Poznañ
60-389	Poznañ
60-391	Poznañ
60-392	Poznañ
60-393	Poznañ
60-394	Poznañ
60-395	Poznañ
60-396	Poznañ
60-397	Poznañ
60-398	Poznañ
60-401	Poznañ
60-406	Poznañ
60-407	Poznañ
60-408	Poznañ
60-409	Poznañ
60-411	Poznañ
60-412	Poznañ
60-413	Poznañ
60-415	Poznañ
60-416	Poznañ
60-418	Poznañ
60-419	Poznañ
60-421	Poznañ
60-425	Poznañ
60-427	Poznañ
60-431	Poznañ
60-433	Poznañ
60-434	Poznañ
60-438	Poznañ
60-439	Poznañ
60-441	Poznañ
60-442	Poznañ
60-443	Poznañ
60-446	Poznañ
60-447	Poznañ
60-449	Poznañ
60-450	Poznañ
60-451	Poznañ
60-452	Poznañ
60-453	Poznañ
60-454	Poznañ
60-456	Poznañ
60-457	Poznañ
60-458	Poznañ
60-460	Poznañ
60-462	Poznañ
60-463	Poznañ
60-464	Poznañ
60-465	Poznañ
60-466	Poznañ
60-467	Poznañ
60-468	Poznañ
60-469	Poznañ
60-470	Poznañ
60-471	Poznañ
60-472	Poznañ
60-473	Poznañ
60-474	Poznañ
60-475	Poznañ
60-476	Poznañ
60-478	Poznañ
60-479	Poznañ
60-490	Poznañ
60-501	Poznañ
60-502	Poznañ
60-503	Poznañ
60-504	Poznañ
60-505	Poznañ
60-506	Poznañ
60-507	Poznañ
60-508	Poznañ
60-509	Poznañ
60-511	Poznañ
60-512	Poznañ
60-513	Poznañ
60-514	Poznañ
60-516	Poznañ
60-517	Poznañ
60-518	Poznañ
60-519	Poznañ
60-521	Poznañ
60-522	Poznañ
60-523	Poznañ
60-524	Poznañ
60-525	Poznañ
60-526	Poznañ
60-527	Poznañ
60-528	Poznañ
60-529	Poznañ
60-531	Poznañ
60-532	Poznañ
60-533	Poznañ
60-534	Poznañ
60-535	Poznañ
60-536	Poznañ
60-537	Poznañ
60-538	Poznañ
60-539	Poznañ
60-541	Poznañ
60-542	Poznañ
60-543	Poznañ
60-544	Poznañ
60-545	Poznañ
60-546	Poznañ
60-547	Poznañ
60-548	Poznañ
60-549	Poznañ
60-550	Poznañ
60-551	Poznañ
60-552	Poznañ
60-553	Poznañ
60-554	Poznañ
60-555	Poznañ
60-556	Poznañ
60-557	Poznañ
60-558	Poznañ
60-559	Poznañ
60-561	Poznañ
60-562	Poznañ
60-563	Poznañ
60-564	Poznañ
60-566	Poznañ
60-567	Poznañ
60-568	Poznañ
60-569	Poznañ
60-571	Poznañ
60-572	Poznañ
60-573	Poznañ
60-574	Poznañ
60-575	Poznañ
60-576	Poznañ
60-577	Poznañ
60-578	Poznañ
60-579	Poznañ
60-580	Poznañ
60-581	Poznañ
60-582	Poznañ
60-583	Poznañ
60-584	Poznañ
60-586	Poznañ
60-587	Poznañ
60-588	Poznañ
60-589	Poznañ
60-591	Poznañ
60-592	Poznañ
60-593	Poznañ
60-594	Poznañ
60-595	Poznañ
60-598	Poznañ
60-601	Poznañ
60-602	Poznañ
60-603	Poznañ
60-604	Poznañ
60-605	Poznañ
60-607	Poznañ
60-608	Poznañ
60-611	Poznañ
60-612	Poznañ
60-613	Poznañ
60-614	Poznañ
60-615	Poznañ
60-616	Poznañ
60-617	Poznañ
60-618	Poznañ
60-619	Poznañ
60-621	Poznañ
60-622	Poznañ
60-623	Poznañ
60-624	Poznañ
60-625	Poznañ
60-626	Poznañ
60-627	Poznañ
60-628	Poznañ
60-630	Poznañ
60-631	Poznañ
60-632	Poznañ
60-633	Poznañ
60-637	Poznañ
60-638	Poznañ
60-639	Poznañ
60-641	Poznañ
60-642	Poznañ
60-643	Poznañ
60-644	Poznañ
60-645	Poznañ
60-646	Poznañ
60-647	Poznañ
60-648	Poznañ
60-649	Poznañ
60-650	Poznañ
60-651	Poznañ
60-652	Poznañ
60-653	Poznañ
60-654	Poznañ
60-655	Poznañ
60-656	Poznañ
60-658	Poznañ
60-660	Poznañ
60-661	Poznañ
60-663	Poznañ
60-664	Poznañ
60-665	Poznañ
60-666	Poznañ
60-667	Poznañ
60-668	Poznañ
60-669	Poznañ
60-670	Poznañ
60-680	Poznañ
60-681	Poznañ
60-682	Poznañ
60-683	Poznañ
60-684	Poznañ
60-685	Poznañ
60-686	Poznañ
60-687	Poznañ
60-688	Poznañ
60-689	Poznañ
60-690	Poznañ
60-691	Poznañ
60-692	Poznañ
60-693	Poznañ
60-694	Poznañ
60-701	Poznañ
60-702	Poznañ
60-703	Poznañ
60-704	Poznañ
60-705	Poznañ
60-706	Poznañ
60-707	Poznañ
60-708	Poznañ
60-709	Poznañ
60-710	Poznañ
60-711	Poznañ
60-712	Poznañ
60-713	Poznañ
60-715	Poznañ
60-716	Poznañ
60-717	Poznañ
60-718	Poznañ
60-719	Poznañ
60-720	Poznañ
60-722	Poznañ
60-723	Poznañ
60-724	Poznañ
60-725	Poznañ
60-726	Poznañ
60-727	Poznañ
60-728	Poznañ
60-729	Poznañ
60-731	Poznañ
60-732	Poznañ
60-733	Poznañ
60-736	Poznañ
60-737	Poznañ
60-738	Poznañ
60-739	Poznañ
60-740	Poznañ
60-741	Poznañ
60-743	Poznañ
60-744	Poznañ
60-745	Poznañ
60-746	Poznañ
60-747	Poznañ
60-748	Poznañ
60-749	Poznañ
60-750	Poznañ
60-751	Poznañ
60-753	Poznañ
60-754	Poznañ
60-755	Poznañ
60-756	Poznañ
60-757	Poznañ
60-758	Poznañ
60-759	Poznañ
60-760	Poznañ
60-761	Poznañ
60-762	Poznañ
60-763	Poznañ
60-764	Poznañ
60-765	Poznañ
60-766	Poznañ
60-767	Poznañ
60-768	Poznañ
60-769	Poznañ
60-770	Poznañ
60-771	Poznañ
60-772	Poznañ
60-773	Poznañ
60-774	Poznañ
60-775	Poznañ
60-778	Poznañ
60-779	Poznañ
60-780	Poznañ
60-781	Poznañ
60-782	Poznañ
60-783	Poznañ
60-784	Poznañ
60-785	Poznañ
60-786	Poznañ
60-787	Poznañ
60-788	Poznañ
60-789	Poznañ
60-790	Poznañ
60-791	Poznañ
60-792	Poznañ
60-801	Poznañ
60-802	Poznañ
60-803	Poznañ
60-804	Poznañ
60-805	Poznañ
60-806	Poznañ
60-808	Poznañ
60-809	Poznañ
60-810	Poznañ
60-811	Poznañ
60-812	Poznañ
60-813	Poznañ
60-814	Poznañ
60-815	Poznañ
60-816	Poznañ
60-817	Poznañ
60-818	Poznañ
60-819	Poznañ
60-820	Poznañ
60-821	Poznañ
60-822	Poznañ
60-823	Poznañ
60-824	Poznañ
60-825	Poznañ
60-826	Poznañ
60-829	Poznañ
60-830	Poznañ
60-831	Poznañ
60-832	Poznañ
60-833	Poznañ
60-834	Poznañ
60-835	Poznañ
60-836	Poznañ
60-837	Poznañ
60-838	Poznañ
60-839	Poznañ
60-840	Poznañ
60-841	Poznañ
60-842	Poznañ
60-843	Poznañ
60-844	Poznañ
60-845	Poznañ
60-846	Poznañ
60-847	Poznañ
60-848	Poznañ
60-849	Poznañ
60-850	Poznañ
60-851	Poznañ
60-852	Poznañ
60-853	Poznañ
60-854	Poznañ
60-855	Poznañ
60-856	Poznañ
60-857	Poznañ
60-858	Poznañ
60-859	Poznañ
60-860	Poznañ
60-861	Poznañ
60-862	Poznañ
60-863	Poznañ
60-865	Poznañ
60-866	Poznañ
60-867	Poznañ
60-870	Poznañ
60-900	Poznañ
60-901	Poznañ
60-902	Poznañ
60-903	Poznañ
60-904	Poznañ
60-905	Poznañ
60-906	Poznañ
60-907	Poznañ
60-909	Poznañ
60-911	Poznañ
60-912	Poznañ
60-913	Poznañ
60-914	Poznañ
60-915	Poznañ
60-916	Poznañ
60-917	Poznañ
60-918	Poznañ
60-919	Poznañ
60-920	Poznañ
60-921	Poznañ
60-924	Poznañ
60-925	Poznañ
60-929	Poznañ
60-940	Poznañ
60-941	Poznañ
60-942	Poznañ
60-950	Poznañ
60-951	Poznañ
60-952	Poznañ
60-953	Poznañ
60-955	Poznañ
60-957	Poznañ
60-958	Poznañ
60-959	Poznañ
60-960	Poznañ
60-961	Poznañ
60-962	Poznañ
60-963	Poznañ
60-964	Poznañ
60-965	Poznañ
60-966	Poznañ
60-967	Poznañ
60-968	Poznañ
60-969	Poznañ
60-970	Poznañ
60-971	Poznañ
60-972	Poznañ
60-973	Poznañ
60-974	Poznañ
60-975	Poznañ
60-976	Poznañ
60-977	Poznañ
60-978	Poznañ
60-979	Poznañ
60-980	Poznañ
60-981	Poznañ
60-982	Poznañ
60-983	Poznañ
60-984	Poznañ
60-985	Poznañ
60-986	Poznañ
60-988	Poznañ
60-989	Poznañ
60-990	Poznañ
60-991	Poznañ
60-992	Poznañ
60-993	Poznañ
61-001	Poznañ
61-002	Poznañ
61-003	Poznañ
61-005	Poznañ
61-006	Poznañ
61-007	Poznañ
61-008	Poznañ
61-010	Poznañ
61-011	Poznañ
61-012	Poznañ
61-013	Poznañ
61-014	Poznañ
61-015	Poznañ
61-016	Poznañ
61-017	Poznañ
61-019	Poznañ
61-021	Poznañ
61-022	Poznañ
61-023	Poznañ
61-024	Poznañ
61-028	Poznañ
61-029	Poznañ
61-031	Poznañ
61-033	Poznañ
61-035	Poznañ
61-036	Poznañ
61-037	Poznañ
61-038	Poznañ
61-039	Poznañ
61-040	Poznañ
61-041	Poznañ
61-042	Poznañ
61-044	Poznañ
61-045	Poznañ
61-046	Poznañ
61-047	Poznañ
61-048	Poznañ
61-049	Poznañ
61-050	Poznañ
61-051	Poznañ
61-052	Poznañ
61-053	Poznañ
61-054	Poznañ
61-055	Poznañ
61-056	Poznañ
61-057	Poznañ
61-058	Poznañ
61-059	Poznañ
61-060	Poznañ
61-062	Poznañ
61-064	Poznañ
61-065	Poznañ
61-066	Poznañ
61-070	Poznañ
61-101	Poznañ
61-102	Poznañ
61-103	Poznañ
61-104	Poznañ
61-105	Poznañ
61-108	Poznañ
61-109	Poznañ
61-111	Poznañ
61-112	Poznañ
61-113	Poznañ
61-114	Poznañ
61-115	Poznañ
61-116	Poznañ
61-117	Poznañ
61-118	Poznañ
61-119	Poznañ
61-120	Poznañ
61-121	Poznañ
61-122	Poznañ
61-123	Poznañ
61-124	Poznañ
61-125	Poznañ
61-126	Poznañ
61-127	Poznañ
61-128	Poznañ
61-129	Poznañ
61-131	Poznañ
61-132	Poznañ
61-135	Poznañ
61-136	Poznañ
61-138	Poznañ
61-139	Poznañ
61-141	Poznañ
61-142	Poznañ
61-144	Poznañ
61-145	Poznañ
61-146	Poznañ
61-147	Poznañ
61-148	Poznañ
61-149	Poznañ
61-151	Poznañ
61-152	Poznañ
61-153	Poznañ
61-154	Poznañ
61-155	Poznañ
61-156	Poznañ
61-157	Poznañ
61-158	Poznañ
61-159	Poznañ
61-160	Poznañ
61-161	Poznañ
61-162	Poznañ
61-163	Poznañ
61-164	Poznañ
61-165	Poznañ
61-166	Poznañ
61-167	Poznañ
61-168	Poznañ
61-203	Poznañ
61-204	Poznañ
61-205	Poznañ
61-206	Poznañ
61-207	Poznañ
61-208	Poznañ
61-209	Poznañ
61-210	Poznañ
61-211	Poznañ
61-212	Poznañ
61-213	Poznañ
61-214	Poznañ
61-215	Poznañ
61-216	Poznañ
61-217	Poznañ
61-218	Poznañ
61-219	Poznañ
61-220	Poznañ
61-221	Poznañ
61-222	Poznañ
61-223	Poznañ
61-224	Poznañ
61-225	Poznañ
61-226	Poznañ
61-227	Poznañ
61-228	Poznañ
61-229	Poznañ
61-231	Poznañ
61-232	Poznañ
61-233	Poznañ
61-234	Poznañ
61-235	Poznañ
61-236	Poznañ
61-237	Poznañ
61-238	Poznañ
61-239	Poznañ
61-240	Poznañ
61-241	Poznañ
61-242	Poznañ
61-243	Poznañ
61-244	Poznañ
61-245	Poznañ
61-246	Poznañ
61-248	Poznañ
61-249	Poznañ
61-250	Poznañ
61-251	Poznañ
61-252	Poznañ
61-253	Poznañ
61-255	Poznañ
61-260	Poznañ
61-280	Poznañ
61-285	Poznañ
61-286	Poznañ
61-287	Poznañ
61-288	Poznañ
61-289	Poznañ
61-290	Poznañ
61-291	Poznañ
61-292	Poznañ
61-293	Poznañ
61-294	Poznañ
61-295	Poznañ
61-296	Poznañ
61-297	Poznañ
61-298	Poznañ
61-299	Poznañ
61-300	Poznañ
61-302	Poznañ
61-303	Poznañ
61-304	Poznañ
61-306	Poznañ
61-307	Poznañ
61-308	Poznañ
61-309	Poznañ
61-310	Poznañ
61-311	Poznañ
61-312	Poznañ
61-313	Poznañ
61-314	Poznañ
61-315	Poznañ
61-316	Poznañ
61-317	Poznañ
61-318	Poznañ
61-320	Poznañ
61-321	Poznañ
61-323	Poznañ
61-324	Poznañ
61-325	Poznañ
61-327	Poznañ
61-328	Poznañ
61-329	Poznañ
61-330	Poznañ
61-332	Poznañ
61-333	Poznañ
61-334	Poznañ
61-335	Poznañ
61-337	Poznañ
61-339	Poznañ
61-341	Poznañ
61-343	Poznañ
61-344	Poznañ
61-345	Poznañ
61-347	Poznañ
61-348	Poznañ
61-351	Poznañ
61-353	Poznañ
61-354	Poznañ
61-355	Poznañ
61-357	Poznañ
61-359	Poznañ
61-360	Poznañ
61-361	Poznañ
61-362	Poznañ
61-366	Poznañ
61-367	Poznañ
61-368	Poznañ
61-369	Poznañ
61-370	Poznañ
61-371	Poznañ
61-372	Poznañ
61-373	Poznañ
61-374	Poznañ
61-375	Poznañ
61-376	Poznañ
61-377	Poznañ
61-378	Poznañ
61-379	Poznañ
61-381	Poznañ
61-382	Poznañ
61-383	Poznañ
61-384	Poznañ
61-385	Poznañ
61-386	Poznañ
61-387	Poznañ
61-388	Poznañ
61-389	Poznañ
61-391	Poznañ
61-392	Poznañ
61-393	Poznañ
61-394	Poznañ
61-395	Poznañ
61-396	Poznañ
61-397	Poznañ
61-401	Poznañ
61-402	Poznañ
61-403	Poznañ
61-404	Poznañ
61-405	Poznañ
61-406	Poznañ
61-407	Poznañ
61-408	Poznañ
61-409	Poznañ
61-410	Poznañ
61-411	Poznañ
61-412	Poznañ
61-413	Poznañ
61-414	Poznañ
61-415	Poznañ
61-417	Poznañ
61-418	Poznañ
61-419	Poznañ
61-421	Poznañ
61-422	Poznañ
61-423	Poznañ
61-424	Poznañ
61-425	Poznañ
61-426	Poznañ
61-427	Poznañ
61-428	Poznañ
61-429	Poznañ
61-431	Poznañ
61-433	Poznañ
61-434	Poznañ
61-435	Poznañ
61-436	Poznañ
61-437	Poznañ
61-440	Poznañ
61-441	Poznañ
61-442	Poznañ
61-443	Poznañ
61-444	Poznañ
61-445	Poznañ
61-446	Poznañ
61-447	Poznañ
61-448	Poznañ
61-449	Poznañ
61-450	Poznañ
61-451	Poznañ
61-453	Poznañ
61-454	Poznañ
61-455	Poznañ
61-456	Poznañ
61-457	Poznañ
61-458	Poznañ
61-459	Poznañ
61-461	Poznañ
61-462	Poznañ
61-463	Poznañ
61-464	Poznañ
61-465	Poznañ
61-466	Poznañ
61-467	Poznañ
61-468	Poznañ
61-469	Poznañ
61-471	Poznañ
61-472	Poznañ
61-473	Poznañ
61-474	Poznañ
61-475	Poznañ
61-476	Poznañ
61-477	Poznañ
61-478	Poznañ
61-479	Poznañ
61-480	Poznañ
61-481	Poznañ
61-482	Poznañ
61-483	Poznañ
61-485	Poznañ
61-486	Poznañ
61-487	Poznañ
61-488	Poznañ
61-489	Poznañ
61-491	Poznañ
61-492	Poznañ
61-493	Poznañ
61-494	Poznañ
61-495	Poznañ
61-496	Poznañ
61-501	Poznañ
61-502	Poznañ
61-503	Poznañ
61-504	Poznañ
61-505	Poznañ
61-507	Poznañ
61-508	Poznañ
61-509	Poznañ
61-511	Poznañ
61-512	Poznañ
61-513	Poznañ
61-514	Poznañ
61-515	Poznañ
61-517	Poznañ
61-518	Poznañ
61-519	Poznañ
61-521	Poznañ
61-522	Poznañ
61-523	Poznañ
61-524	Poznañ
61-525	Poznañ
61-526	Poznañ
61-527	Poznañ
61-528	Poznañ
61-529	Poznañ
61-530	Poznañ
61-531	Poznañ
61-532	Poznañ
61-534	Poznañ
61-535	Poznañ
61-536	Poznañ
61-537	Poznañ
61-538	Poznañ
61-540	Poznañ
61-541	Poznañ
61-542	Poznañ
61-543	Poznañ
61-544	Poznañ
61-545	Poznañ
61-546	Poznañ
61-547	Poznañ
61-548	Poznañ
61-551	Poznañ
61-552	Poznañ
61-553	Poznañ
61-555	Poznañ
61-556	Poznañ
61-558	Poznañ
61-559	Poznañ
61-561	Poznañ
61-562	Poznañ
61-563	Poznañ
61-564	Poznañ
61-565	Poznañ
61-567	Poznañ
61-568	Poznañ
61-569	Poznañ
61-571	Poznañ
61-572	Poznañ
61-573	Poznañ
61-574	Poznañ
61-575	Poznañ
61-576	Poznañ
61-577	Poznañ
61-578	Poznañ
61-579	Poznañ
61-580	Poznañ
61-581	Poznañ
61-582	Poznañ
61-583	Poznañ
61-584	Poznañ
61-585	Poznañ
61-586	Poznañ
61-588	Poznañ
61-601	Poznañ
61-602	Poznañ
61-603	Poznañ
61-605	Poznañ
61-606	Poznañ
61-607	Poznañ
61-608	Poznañ
61-609	Poznañ
61-610	Poznañ
61-611	Poznañ
61-612	Poznañ
61-614	Poznañ
61-615	Poznañ
61-616	Poznañ
61-619	Poznañ
61-620	Poznañ
61-621	Poznañ
61-622	Poznañ
61-623	Poznañ
61-624	Poznañ
61-625	Poznañ
61-626	Poznañ
61-627	Poznañ
61-628	Poznañ
61-629	Poznañ
61-630	Poznañ
61-631	Poznañ
61-632	Poznañ
61-633	Poznañ
61-634	Poznañ
61-635	Poznañ
61-636	Poznañ
61-637	Poznañ
61-638	Poznañ
61-639	Poznañ
61-640	Poznañ
61-641	Poznañ
61-642	Poznañ
61-643	Poznañ
61-644	Poznañ
61-645	Poznañ
61-646	Poznañ
61-647	Poznañ
61-648	Poznañ
61-649	Poznañ
61-650	Poznañ
61-651	Poznañ
61-652	Poznañ
61-653	Poznañ
61-654	Poznañ
61-655	Poznañ
61-656	Poznañ
61-657	Poznañ
61-658	Poznañ
61-659	Poznañ
61-660	Poznañ
61-661	Poznañ
61-662	Poznañ
61-663	Poznañ
61-664	Poznañ
61-666	Poznañ
61-667	Poznañ
61-668	Poznañ
61-670	Poznañ
61-671	Poznañ
61-672	Poznañ
61-673	Poznañ
61-674	Poznañ
61-675	Poznañ
61-676	Poznañ
61-677	Poznañ
61-678	Poznañ
61-679	Poznañ
61-680	Poznañ
61-681	Poznañ
61-682	Poznañ
61-683	Poznañ
61-684	Poznañ
61-685	Poznañ
61-686	Poznañ
61-687	Poznañ
61-688	Poznañ
61-689	Poznañ
61-690	Poznañ
61-691	Poznañ
61-692	Poznañ
61-693	Poznañ
61-694	Poznañ
61-695	Poznañ
61-696	Poznañ
61-697	Poznañ
61-698	Poznañ
61-699	Poznañ
61-701	Poznañ
61-702	Poznañ
61-703	Poznañ
61-704	Poznañ
61-705	Poznañ
61-706	Poznañ
61-707	Poznañ
61-708	Poznañ
61-709	Poznañ
61-710	Poznañ
61-711	Poznañ
61-712	Poznañ
61-713	Poznañ
61-714	Poznañ
61-715	Poznañ
61-716	Poznañ
61-717	Poznañ
61-718	Poznañ
61-719	Poznañ
61-720	Poznañ
61-721	Poznañ
61-722	Poznañ
61-725	Poznañ
61-726	Poznañ
61-727	Poznañ
61-728	Poznañ
61-729	Poznañ
61-730	Poznañ
61-731	Poznañ
61-732	Poznañ
61-733	Poznañ
61-734	Poznañ
61-735	Poznañ
61-736	Poznañ
61-737	Poznañ
61-738	Poznañ
61-739	Poznañ
61-740	Poznañ
61-741	Poznañ
61-742	Poznañ
61-743	Poznañ
61-744	Poznañ
61-745	Poznañ
61-746	Poznañ
61-747	Poznañ
61-748	Poznañ
61-749	Poznañ
61-751	Poznañ
61-752	Poznañ
61-753	Poznañ
61-754	Poznañ
61-755	Poznañ
61-756	Poznañ
61-757	Poznañ
61-758	Poznañ
61-759	Poznañ
61-760	Poznañ
61-761	Poznañ
61-762	Poznañ
61-763	Poznañ
61-764	Poznañ
61-765	Poznañ
61-766	Poznañ
61-767	Poznañ
61-768	Poznañ
61-770	Poznañ
61-771	Poznañ
61-772	Poznañ
61-773	Poznañ
61-774	Poznañ
61-775	Poznañ
61-776	Poznañ
61-777	Poznañ
61-778	Poznañ
61-779	Poznañ
61-780	Poznañ
61-781	Poznañ
61-782	Poznañ
61-801	Poznañ
61-802	Poznañ
61-803	Poznañ
61-804	Poznañ
61-805	Poznañ
61-806	Poznañ
61-807	Poznañ
61-808	Poznañ
61-809	Poznañ
61-810	Poznañ
61-812	Poznañ
61-813	Poznañ
61-814	Poznañ
61-815	Poznañ
61-816	Poznañ
61-817	Poznañ
61-818	Poznañ
61-819	Poznañ
61-820	Poznañ
61-821	Poznañ
61-823	Poznañ
61-825	Poznañ
61-826	Poznañ
61-827	Poznañ
61-828	Poznañ
61-829	Poznañ
61-830	Poznañ
61-831	Poznañ
61-832	Poznañ
61-833	Poznañ
61-834	Poznañ
61-835	Poznañ
61-836	Poznañ
61-837	Poznañ
61-838	Poznañ
61-840	Poznañ
61-841	Poznañ
61-842	Poznañ
61-843	Poznañ
61-844	Poznañ
61-845	Poznañ
61-846	Poznañ
61-847	Poznañ
61-848	Poznañ
61-849	Poznañ
61-850	Poznañ
61-851	Poznañ
61-852	Poznañ
61-853	Poznañ
61-854	Poznañ
61-856	Poznañ
61-857	Poznañ
61-858	Poznañ
61-859	Poznañ
61-860	Poznañ
61-861	Poznañ
61-862	Poznañ
61-863	Poznañ
61-866	Poznañ
61-867	Poznañ
61-868	Poznañ
61-869	Poznañ
61-871	Poznañ
61-872	Poznañ
61-873	Poznañ
61-874	Poznañ
61-875	Poznañ
61-876	Poznañ
61-877	Poznañ
61-878	Poznañ
61-879	Poznañ
61-880	Poznañ
61-881	Poznañ
61-882	Poznañ
61-883	Poznañ
61-884	Poznañ
61-885	Poznañ
61-886	Poznañ
61-887	Poznañ
61-888	Poznañ
61-889	Poznañ
61-890	Poznañ
61-891	Poznañ
61-892	Poznañ
61-893	Poznañ
61-894	Poznañ
61-895	Poznañ
61-896	Poznañ
61-897	Poznañ
60-228	Poznañ
60-461	Poznañ
61-189	Poznañ
64-710	Po³ajewo
28-230	Po³aniec
84-123	Po³chowo
78-320	Po³czyn Zdrój
44-323	Po³omia
38-115	Po³omia k. Rzeszowa
62-862	Poœrednik
05-326	Poœwiêtne k. Wo³omina
18-112	Poœwiêtne k. £ap
26-315	Poœwiêtne n. Pilic¹
26-671	Poœwiêtno k. Pionek
13-200	Po¿ary
82-550	Prabuty
46-320	Praszka
64-810	Prawomyœl
09-412	Proboszczewice k. P³ocka
59-514	Proboszczów
59-230	Prochowice
62-007	Promienko
26-803	Promna
64-834	Prosna
19-335	Prostki
07-319	Prostyñ
32-100	Proszowice
43-523	Pruchna
37-560	Pruchnik
48-200	Prudnik
84-110	Prusewo
55-110	Prusice
57-150	Prusy
86-120	Pruszcz
83-000	Pruszcz Gdañski
83-001	Pruszcz Gdañski
83-004	Pruszcz Gdañski
83-005	Pruszcz Gdañski
62-007	Pruszewiec
05-804	Pruszków
05-800	Pruszków
05-802	Pruszków
05-803	Pruszków
26-331	Prymusowa Wola
06-300	Przasnysz
77-320	Przechlewo
32-625	Przecieszyn
32-641	Przeciszów
49-345	Przecza
49-345	Przecza (Raski)
39-320	Przec³aw
72-005	Przec³aw k. Szczecina
63-510	Przedborów
97-570	Przedbórz
62-635	Przedecz
32-049	Przeginia
74-210	Przelewice
59-170	Przemków
59-171	Przemków
37-700	Przemyœl
37-701	Przemyœl
37-702	Przemyœl
37-703	Przemyœl
37-704	Przemyœl
37-705	Przemyœl
37-720	Przemyœl
64-234	Przemêt
16-427	Przeroœl
58-231	Przerzeczyn Zdrój
97-514	Przer¹b
58-563	Przesieka
08-109	Przesmyki
57-130	Przeworno
37-200	Przeworsk
36-003	Przewrotne
68-132	Przewóz
08-322	Przewóz Nurski
62-081	PrzeŸmierowo
83-304	Przodkowo
72-110	Przybiernów
72-341	Przybiernówko
62-300	Przyborki
67-100	Przyborów
67-111	Przyborów Ko¿uchowski
32-088	Przybys³awice k. Krakowa
42-270	Przyby³ów
63-421	Przygodzice
83-331	PrzyjaŸñ
88-312	Przyjezierze (sezon)
62-731	Przykona
66-015	Przylep
49-351	Przylesie
87-522	Przyrowa
42-248	Przyrów
38-207	Przysieki
42-141	Przystajñ
26-400	Przysucha
34-604	Przyszowa
44-178	Przyszowice
34-141	Przytkowice
77-223	Przytocko
66-340	Przytoczna
18-423	Przytu³y
26-650	Przytyk
83-047	Przywidz
87-510	Przywitowo
26-704	Przy³êk
46-060	Prószków K. Opola
14-260	Pr¹tnica
87-514	Prêczki
87-515	Prêczki
62-300	Psary
42-512	Psary k. Bêdzina
07-216	Psary k. Pu³tuska
38-121	Pstr¹gowa
44-284	Pstr¹¿na
23-109	Pszczela Wola
66-330	Pszczew
99-420	Pszczonów
43-200	Pszczyna
18-204	Pszczó³czyn
83-032	Pszczó³ki
58-125	Pszenno
44-370	Pszów
33-333	Ptaszkowa
21-013	Puchaczów
05-090	Pucha³y
84-100	Puck
11-030	Purda
08-322	Pustelnik
05-305	Pustelnik Miñski
72-345	Pustkowo
39-205	Pustków
39-206	Pustków
96-330	Puszcza Mariañska
62-040	Puszczykowo
24-100	Pu³awy
24-110	Pu³awy
24-111	Pu³awy
24-112	Pu³awy
06-100	Pu³tusk
06-102	Pu³tusk
06-100	Pu³tusk
16-515	Puñsk
42-665	Pyrzowice
74-200	Pyrzyce
44-120	Pyskowice
37-403	Pysznica
62-310	Pyzdry
34-409	Pyzówka
13-100	Pólko
83-135	Pó³wieœ
64-305	P¹chy
83-213	P¹czewo (Starog.)
98-335	P¹tnów
99-235	Pêczniew
63-830	Pêpowo
73-131	Pêzino
16-326	P³aska
66-615	P³aw
63-011	P³awce
59-622	P³awna
44-171	P³awniowice
32-552	P³aza
37-614	P³azów
05-860	P³ochocin
83-260	P³ociczno
78-523	P³ocie
09-402	P³ock
09-400	P³ock
09-401	P³ock
09-403	P³ock
09-404	P³ock
09-405	P³ock
09-406	P³ock
09-407	P³ock
09-408	P³ock
09-409	P³ock
09-410	P³ock
06-210	P³oniawy
14-526	P³oskinia
73-236	P³otno
72-310	P³oty
09-100	P³oñsk
09-101	P³oñsk
13-206	P³oœnica
87-214	P³u¿nica
34-721	Raba Wy¿na
34-700	Rabka
34-701	Rabka
22-640	Rachanie
59-720	Raciborowice Dolne
59-720	Raciborowice Górne
32-001	Raciborowice k. Krakowa
47-400	Racibórz
47-445	Racibórz
32-415	Raciechowice
09-140	Raci¹¿ K. Sierpca
89-502	Raci¹¿ k. Tucholi
87-721	Raci¹¿ek
66-004	Racula
14-229	Raczek
16-420	Raczki
32-222	Rac³awice k. Miechowa
37-523	Radawa
22-463	Radecznica
33-207	Radgoszcz k. Tarnowa
57-420	Radków K³odzki
29-135	Radków W³oszczowski
44-310	Radlin
67-112	Radocin
26-600	Radom
26-601	Radom
26-602	Radom
26-603	Radom
26-604	Radom
26-605	Radom
26-606	Radom
26-607	Radom
26-608	Radom
26-609	Radom
26-610	Radom
26-611	Radom
26-612	Radom
26-613	Radom
26-614	Radom
26-615	Radom
26-616	Radom
26-617	Radom
26-618	Radom
26-620	Radom
